drug_name,food_name,severity,description,source
ferrous sulfate anhydrous,food,Moderate,"Concomitant use of some food may reduce the bioavailability of orally administered iron, and vice versa.","""Product Information. Feosol (ferrous sulfate)."" SmithKline Beecham|""Product Information. Accrufer (ferric maltol)."" Shield Therapeutics  (2021):"
nintedanib,food,Moderate,"Food enhances the oral bioavailability of nintedanib.  After food intake, nintedanib exposure increased by approximately 20% compared to administration under fasted conditions.  Absorption was also delayed, as indicated by an increase in the median time to reach maximum plasma concentration (Tmax) from 2 hours in the fasted state to approximately 4 hours under fed conditions, irrespective of the type of food ingested.","""Product Information. Ofev (nintedanib)."" Boehringer Ingelheim  (2014):"
dicyclomine,alcohol,Moderate,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.","Linnoila M ""Drug effects on psychomotor skills related to driving: interaction of atropine, glycopyrrhonium and alcohol."" Eur J Clin Pharmacol 6 (1973):  107-12"
silodosin,alcohol,Moderate,The concurrent use of ethanol and alpha-1 adrenergic blockers may cause increased hypotensive effects.  Patients with aldehyde dehydrogenase deficiencies (primarily Asians) may be at a higher risk of this interaction.,"Kawano Y, Abe H, Kojima S, Takishita S, Omae T ""Interaction of alcohol and an a1-blocker on ambulatory blood pressure in patients with essential hypertension."" Am J Hypertens 13 (2000):  307-12|""Product Information. Xatral (alfuzosin)."" Sanofi-Synthelabo Canada Inc  (2002):"
tenofovir disoproxil,highfat foods,Low,"Food enhances the oral absorption and bioavailability of tenofovir, the active entity of tenofovir disoproxil fumarate.  According to the product labeling, administration of the drug following a high-fat meal increased the mean peak plasma concentration (Cmax) and area under the concentration-time curve (AUC) of tenofovir by approximately 14% and 40%, respectively, compared to administration in the fasting state.  However, administration with a light meal did not significantly affect the pharmacokinetics of tenofovir compared to administration in the fasting state.  Food delays the time to reach tenofovir Cmax by approximately 1 hour.","""Product Information. Viread (tenofovir)."" Gilead Sciences  (2001):"
mesoridazine,alcohol,Moderate,"Concurrent use of ethanol and phenothiazines may result in additive CNS depression and psychomotor impairment.  Also, ethanol may precipitate dystonic reactions in patients who are taking phenothiazines.","Lutz EG ""Neuroleptic-induced akathisia and dystonia triggered by alcohol."" JAMA 236 (1976):  2422-3|Freed E ""Alcohol-triggered-neuroleptic-induced tremor, rigidity and dystonia."" Med J Aust 2 (1981):  44-5"
pramlintide,alcohol,Moderate,"Alcohol may cause hypoglycemia or hyperglycemia in patients with diabetes.  Hypoglycemia most frequently occurs during acute consumption of alcohol.  Even modest amounts can lower blood sugar significantly, especially when the alcohol is ingested on an empty stomach or following exercise.  The mechanism involves inhibition of both gluconeogenesis as well as the counter-regulatory response to hypoglycemia.  Episodes of hypoglycemia may last for 8 to 12 hours after ethanol ingestion.  By contrast, chronic alcohol abuse can cause impaired glucose tolerance and hyperglycemia.  Moderate alcohol consumption generally does not affect blood glucose levels in patients with well controlled diabetes.  A disulfiram-like reaction (e.g., flushing, headache, and nausea) to alcohol has been reported frequently with the use of chlorpropamide and very rarely with other sulfonylureas.","Jerntorp P, Almer LO ""Chlorpropamide-alcohol flushing in relation to macroangiopathy and peripheral neuropathy in non-insulin dependent diabetes."" Acta Med Scand 656 (1981):  33-6|Jerntorp P, Almer LO, Holin H, et al. ""Plasma chlorpropamide: a critical factor in chlorpropamide-alcohol flush."" Eur J Clin Pharmacol 24 (1983):  237-42|Barnett AH, Spiliopoulos AJ, Pyke DA, et al. ""Metabolic studies in chlorpropamide-alcohol flush positive and negative type 2 (non-insulin dependent) diabetic patients with and without retinopathy."" Diabetologia 24 (1983):  213-5|Hartling SG, Faber OK, Wegmann ML, Wahlin-Boll E, Melander A ""Interaction of ethanol and glipizide in humans."" Diabetes Care 10 (1987):  683-6|""Product Information. Diabinese (chlorpropamide)."" Pfizer U.S. Pharmaceuticals  (2002):|""Product Information. Glucotrol (glipizide)."" Pfizer U.S. Pharmaceuticals  (2002):|""Product Information. Diabeta (glyburide)."" Hoechst Marion-Roussel Inc, Kansas City, MO.|Skillman TG, Feldman JM ""The pharmacology of sulfonylureas."" Am J Med 70 (1981):  361-72|""Position Statement: evidence-based nutrition principles and recommendations for the treatment and prevention of diabetes related complications. American Diabetes Association."" Diabetes Care 25(Suppl 1) (2002):  S50-S60"
fluvastatin,alcohol,Moderate,"Concomitant use of statin medication with substantial quantities of alcohol may increase the risk of hepatic injury.  Transient increases in serum transaminases have been reported with statin use and while these increases generally resolve or improve with continued therapy or a brief interruption in therapy, there have been rare postmarketing reports of fatal and non-fatal hepatic failure in patients taking statins.  Patients who consume substantial quantities of alcohol and/or have a history of liver disease may be at increased risk for hepatic injury.","""Product Information. Pravachol (pravastatin)."" Bristol-Myers Squibb  (2001):|""Product Information. Zocor (simvastatin)."" Merck & Co., Inc  (2001):|""Product Information. Lescol (fluvastatin)."" Novartis Pharmaceuticals  (2001):|""Product Information. Lipitor (atorvastatin)."" Parke-Davis  (2001):|""Product Information. Altocor (lovastatin)."" Andrx Pharmaceuticals  (2002):|""Product Information. Crestor (rosuvastatin)."" AstraZeneca Pharma Inc  (2003):|Cerner Multum, Inc. ""UK Summary of Product Characteristics."" O 0|Cerner Multum, Inc. ""Australian Product Information."" O 0|""Product Information. Livalo (pitavastatin)."" Kowa Pharmaceuticals America (formerly ProEthic)  (2010):"
esomeprazole,food,Moderate,Food may interfere with the absorption of esomeprazole.  The manufacturer reports that the area under the concentration-time curve for esomeprazole following a single 40 mg dose was 33% to 53% lower when administered after food intake as opposed to during fasting conditions.,"""Product Information. Nexium (esomeprazole)."" Astra-Zeneca Pharmaceuticals  (2001):|Wohlt PD, Zheng L, Gunderson S, Balzar SA, Johnson BD, Fish JT ""Recommendations for the use of medications with continuous enteral nutrition."" Am J Health Syst Pharm 66 (2009):  1438-67"
vardenafil,alcohol,Moderate,"Additive hypotensive effects may occur when phosphodiesterase-5 (PDE5) inhibitors are used with alcohol, as both are mild systemic vasodilators.","""Product Information. Viagra (sildenafil)."" Pfizer U.S. Pharmaceuticals  (2001):|""Product Information. Levitra (vardenafil)."" Bayer  (2003):|""Product Information. Cialis (tadalafil)."" Lilly, Eli and Company  (2003):|Cerner Multum, Inc. ""UK Summary of Product Characteristics."" O 0|""Product Information. Stendra (avanafil)."" Vivus Inc  (2012):"
methohexital,alcohol,High,"Concurrent acute use of barbiturates and ethanol may result in additive CNS effects,  including impaired coordination, sedation, and death.  Tolerance of these agents may occur with chronic use.  The mechanism is related to inhibition of microsomal enzymes acutely and induction of hepatic microsomal enzymes chronically.","Gupta RC, Kofoed J ""Toxological statistics for barbiturates, other sedatives, and tranquilizers in Ontario: a 10-year survey."" Can Med Assoc J 94 (1966):  863-5|Misra PS, Lefevre A, Ishii H, Rubin E, Lieber CS ""Increase of ethanol, meprobamate and pentobarbital metabolism after chronic ethanol administration in man and in rats."" Am J Med 51 (1971):  346-51|Saario I, Linnoila M ""Effect of subacute treatment with hypnotics, alone or in combination with alcohol, on psychomotor skills related to driving."" Acta Pharmacol Toxicol (Copenh) 38 (1976):  382-92|Stead AH, Moffat AC ""Quantification of the interaction between barbiturates and alcohol and interpretation of fatal blood concentrations."" Hum Toxicol 2 (1983):  5-14|Seixas FA ""Drug/alcohol interactions: avert potential dangers."" Geriatrics 34 (1979):  89-102"
meloxicam,alcohol,Moderate,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,"""Product Information. Motrin (ibuprofen)."" Pharmacia and Upjohn  (2002):"
levofloxacin,food,Moderate,"Food may reduce the oral absorption and bioavailability of levofloxacin.  According to the drug product labeling, administration of levofloxacin 500 mg with food prolonged the time to peak concentration by 1 hour and decreased the Cmax decreased by 25% following administration of the oral solution and by 14% following administration of the oral tablet.","Wohlt PD, Zheng L, Gunderson S, Balzar SA, Johnson BD, Fish JT ""Recommendations for the use of medications with continuous enteral nutrition."" Am J Health Syst Pharm 66 (2009):  1438-67"
niacin,alcohol,Moderate,"Ethanol can exacerbate the cutaneous flushing that is a common side effect of niacin.  At least one case of delirium and lactic acidosis has been reported with coadministration of these drugs, although data are limited.","Schwab RA, Bachhuber BH ""Delirium and lactic acidosis caused by ethanol and niacin coingestion."" Am J Emerg Med 9 (1991):  363-5"
esterified estrogens,food,Low,Coadministration with grapefruit juice may increase the bioavailability of oral estrogens.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall induced by certain compounds present in grapefruits.,"Weber A, Jager R, Borner A, et al. ""Can grapefruit juice influence ethinyl estradiol bioavailability?"" Contraception 53 (1996):  41-7|Schubert W, Eriksson U, Edgar B, Cullberg G, Hedner T ""Flavonoids in grapefruit juice inhibit the in vitro hepatic metabolism of 17B-estradiol."" Eur J Drug Metab Pharmacokinet 20 (1995):  219-24"
estrone sulfate,food,Low,Coadministration with grapefruit juice may increase the bioavailability of oral estrogens.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall induced by certain compounds present in grapefruits.,"Weber A, Jager R, Borner A, et al. ""Can grapefruit juice influence ethinyl estradiol bioavailability?"" Contraception 53 (1996):  41-7|Schubert W, Eriksson U, Edgar B, Cullberg G, Hedner T ""Flavonoids in grapefruit juice inhibit the in vitro hepatic metabolism of 17B-estradiol."" Eur J Drug Metab Pharmacokinet 20 (1995):  219-24"
tiludronic acid,food,Moderate,"Food significantly decreases the bioavailability of tiludronate.  The manufacturer reports up to a 90% decrease in bioavailability when administered with or 2 hours after a standard breakfast.  Clinical efficacy, however, was demonstrated when tiludronate was taken 2 hours before or after meals.","""Product Information. Skelid (tiludronate)."" Sanofi Winthrop Pharmaceuticals"
scopolamine,alcohol,Moderate,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.","Linnoila M ""Drug effects on psychomotor skills related to driving: interaction of atropine, glycopyrrhonium and alcohol."" Eur J Clin Pharmacol 6 (1973):  107-12"
scopolamine,food,Low,The coadministration with grapefruit juice may delay the absorption and increase the bioavailability of oral scopolamine.  The proposed mechanism is delay of gastric emptying as well as inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall induced by certain compounds present in grapefruits.,"Ebert U, Oertel R, Kirch W ""Influence of grapefruit juice on scopolamine pharmacokinetics and pharmacodynamics in healthy male and female subjects."" Int J Clin Pharm Therapeutics 38 (2000):  523-31"
nitroglycerin,alcohol,Moderate,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.","Sternbach H ""Fluoxetine-associated potentiation of calcium-channel blockers."" J Clin Psychopharmacol 11 (1991):  390-1|Shook TL, Kirshenbaum JM, Hundley RF, Shorey JM, Lamas GA ""Ethanol intoxication complicating intravenous nitroglycerin therapy."" Ann Intern Med 101 (1984):  498-9|Feder R ""Bradycardia and syncope induced by fluoxetine."" J Clin Psychiatry 52 (1991):  139|Ellison JM, Milofsky JE, Ely E ""Fluoxetine-induced bradycardia and syncope in two patients."" J Clin Psychiatry 51 (1990):  385-6|Rodriguez de la Torre B, Dreher J, Malevany I, et al. ""Serum levels and cardiovascular effects of tricyclic antidepressants and selective serotonin reuptake inhibitors in depressed patients."" Ther Drug Monit 23 (2001):  435-40|Cerner Multum, Inc. ""Australian Product Information."" O 0|Pacher P, Kecskemeti V ""Cardiovascular side effects of new antidepressants and antipsychotics: new drugs, old concerns?"" Curr Pharm Des 10 (2004):  2463-75|Andrews C, Pinner G ""Postural hypotension induced by paroxetine."" BMJ 316 (1998):  595"
